Country,Year,Avg_Temp,co2,methane,nitrous_oxide,total_ghg,Food_Production_Tonnes,Temp_Category,Carbon_Intensity_Index
Bahamas,2006,3.0,0.0,0.0,0.0,0.0,0.0,Hot,5.175684607726201e-07
Bahamas,2007,3.0,0.0,0.0,0.0,0.0,0.0,Hot,5.657736549302914e-07
Bahamas,2008,3.0,1.0,0.0,0.0,0.0,0.0,Hot,5.65515632064424e-07
Bahamas,2009,3.0,1.0,0.0,0.0,0.0,0.0,Hot,5.911258760703883e-07
Bahamas,2010,3.0,1.0,0.0,0.0,0.0,0.0,Hot,6.111803632220674e-07
Bahamas,2011,3.0,1.0,0.0,0.0,0.0,0.0,Hot,5.934940785190245e-07
Bahamas,2012,3.0,1.0,0.0,0.0,0.0,0.0,Hot,6.100640894953754e-07
Bahamas,2013,3.0,1.0,0.0,0.0,0.0,0.0,Hot,5.762508519764428e-07
Bangladesh,2000,3.0,2.0,4.0,4.0,3.0,0.0,Hot,9.138559305358724e-06
Bangladesh,2001,3.0,2.0,4.0,4.0,3.0,0.0,Hot,1.0220307108751326e-05
Bangladesh,2002,3.0,2.0,4.0,4.0,3.0,0.0,Hot,1.0301733215615044e-05
Bangladesh,2003,3.0,2.0,4.0,4.0,3.0,0.0,Hot,1.107995014812777e-05
Bangladesh,2004,3.0,2.0,4.0,4.0,3.0,0.0,Hot,1.0871640579059216e-05
Bangladesh,2005,3.0,2.0,4.0,4.0,3.0,0.0,Hot,1.091637468935261e-05
Bangladesh,2006,3.0,2.0,4.0,4.0,3.0,0.0,Hot,1.0632421166953647e-05
Bangladesh,2007,3.0,2.0,4.0,4.0,3.0,0.0,Hot,1.0081036759689762e-05
Bangladesh,2008,3.0,2.0,4.0,4.0,3.0,0.0,Hot,1.0240299355849535e-05
Bangladesh,2009,3.0,3.0,4.0,4.0,3.0,0.0,Hot,1.0932385676894434e-05
Bangladesh,2010,3.0,3.0,4.0,4.0,3.0,0.0,Hot,1.0928322061750725e-05
Bangladesh,2011,3.0,3.0,4.0,4.0,3.0,0.0,Hot,1.1228154158232591e-05
Bangladesh,2012,3.0,3.0,4.0,4.0,3.0,0.0,Hot,1.2252804448048005e-05
Bangladesh,2013,3.0,3.0,4.0,4.0,3.0,0.0,Hot,1.182229324647356e-05
Barbados,2000,3.0,0.0,0.0,0.0,0.0,4.0,Hot,4.920993290038167e-09
Barbados,2001,4.0,0.0,0.0,0.0,0.0,4.0,Hot,4.619913290214736e-09
Barbados,2002,4.0,0.0,0.0,0.0,0.0,4.0,Hot,4.419235918627932e-09
Barbados,2003,4.0,0.0,0.0,0.0,0.0,4.0,Hot,4.6463254986665115e-09
Barbados,2004,4.0,0.0,0.0,0.0,0.0,4.0,Hot,4.9095207892138e-09
Barbados,2005,4.0,0.0,0.0,0.0,0.0,4.0,Hot,4.749714533769637e-09
Barbados,2006,4.0,0.0,0.0,0.0,0.0,4.0,Hot,4.5540044544710224e-09
Barbados,2007,4.0,0.0,0.0,0.0,0.0,4.0,Hot,4.1566095907522705e-09
Barbados,2008,4.0,0.0,0.0,0.0,0.0,4.0,Hot,4.750732309170951e-09
Barbados,2009,4.0,0.0,0.0,0.0,0.0,4.0,Hot,4.462240370295961e-09
Barbados,2010,4.0,0.0,0.0,0.0,0.0,4.0,Hot,3.658196956332098e-09
Barbados,2011,4.0,0.0,0.0,0.0,0.0,4.0,Hot,3.27117914669664e-09
Barbados,2012,4.0,0.0,0.0,0.0,0.0,4.0,Hot,2.674171710102031e-09
Barbados,2013,4.0,0.0,0.0,0.0,0.0,4.0,Hot,2.462209638713756e-09
Belarus,2000,0.0,3.0,2.0,3.0,3.0,0.0,Cold,7.957344899335976e-06
Belarus,2001,0.0,3.0,2.0,3.0,2.0,0.0,Cold,7.1828449231566025e-06
Belarus,2002,0.0,3.0,2.0,3.0,2.0,0.0,Cold,6.703553996868406e-06
Belarus,2003,0.0,3.0,2.0,3.0,3.0,0.0,Cold,6.279490913356308e-06
Belarus,2004,0.0,3.0,2.0,3.0,3.0,0.0,Cold,6.410806640528347e-06
Belarus,2005,0.0,3.0,2.0,3.0,3.0,0.0,Cold,6.611215931776618e-06
Belarus,2006,0.0,3.0,2.0,3.0,3.0,0.0,Cold,6.285287151622113e-06
Belarus,2007,0.0,3.0,2.0,3.0,3.0,0.0,Cold,6.222755966408446e-06
Belarus,2008,0.0,3.0,2.0,3.0,3.0,0.0,Cold,6.311645060826795e-06
Belarus,2009,0.0,3.0,2.0,3.0,3.0,0.0,Cold,5.913145756463658e-06
Belarus,2010,0.0,3.0,2.0,3.0,3.0,0.0,Cold,5.984148435491196e-06
Belarus,2011,0.0,3.0,2.0,3.0,3.0,0.0,Cold,5.229400976610351e-06
Belarus,2012,0.0,3.0,2.0,3.0,3.0,0.0,Cold,4.8452466891129e-06
Belarus,2013,0.0,3.0,2.0,3.0,3.0,0.0,Cold,4.936279554538626e-06
Belgium,2000,0.0,3.0,2.0,3.0,3.0,0.0,Moderate,8.222551215473128e-06
Belgium,2001,0.0,3.0,2.0,3.0,3.0,0.0,Moderate,7.940352124673854e-06
Belgium,2002,0.0,3.0,2.0,3.0,3.0,0.0,Moderate,7.493629016049256e-06
Belgium,2003,0.0,3.0,2.0,3.0,3.0,0.0,Moderate,7.696950979683488e-06
Belgium,2004,0.0,3.0,2.0,3.0,3.0,0.0,Moderate,9.47439916553074e-06
Belgium,2005,0.0,3.0,2.0,3.0,3.0,0.0,Moderate,7.970850595728728e-06
Belgium,2006,0.0,3.0,2.0,3.0,3.0,0.0,Moderate,7.586076944424132e-06
Belgium,2007,0.0,3.0,2.0,3.0,3.0,0.0,Moderate,7.354985022180719e-06
Belgium,2008,0.0,3.0,2.0,3.0,3.0,0.0,Moderate,7.031359833784662e-06
Belgium,2009,0.0,3.0,2.0,3.0,3.0,0.0,Moderate,6.223899282885132e-06
Belgium,2010,0.0,3.0,2.0,3.0,3.0,0.0,Cold,7.732802715772872e-06
Belgium,2011,0.0,3.0,2.0,3.0,3.0,0.0,Moderate,6.935451792291665e-06
Belgium,2012,0.0,3.0,2.0,3.0,3.0,0.0,Moderate,7.1687013327120725e-06
Belgium,2013,0.0,3.0,2.0,3.0,3.0,0.0,Moderate,5.724331772072652e-06
Belize,2000,3.0,0.0,0.0,0.0,0.0,0.0,Hot,1.2670597951460336e-06
Belize,2001,3.0,0.0,0.0,0.0,0.0,0.0,Hot,1.286090331084981e-06
Belize,2002,3.0,0.0,0.0,0.0,0.0,0.0,Hot,1.1189246524158818e-06
Belize,2003,3.0,0.0,0.0,0.0,0.0,0.0,Hot,7.963128524448417e-07
Belize,2004,3.0,0.0,0.0,0.0,0.0,0.0,Hot,6.281945189965773e-07
